,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
4678,2016 Maruti Alto 800,Manual,LXI Manual,"48,930 km",1st Owner,Petrol,Ludhiana,"₹2,65,799"
4679,2014 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"63,032 km",1st Owner,Petrol,Ludhiana,"₹3,45,099"
4680,2015 Hyundai Eon,Manual,ERA PLUS Manual,"35,990 km",1st Owner,Petrol,Ludhiana,"₹2,72,699"
4681,2020 Mahindra XUV500,Manual,W7 FWD Manual,"7,781 km",1st Owner,Diesel,Ludhiana,"₹14,83,999"
4682,2016 Maruti Swift,Manual,LDI BS IV Manual,"55,442 km",1st Owner,Diesel,Ludhiana,"₹4,62,799"
4683,2019 Renault Kwid,Automatic,RXT 1.0 EASY-R AT OPTION Automatic,"12,967 km",1st Owner,Petrol,Ludhiana,"₹4,10,399"
4684,2015 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"35,891 km",2nd Owner,Petrol,Ludhiana,"₹3,73,399"
4685,2017 Hyundai Grand i10,Manual,ASTA 1.2 KAPPA VTVT Manual,"44,147 km",1st Owner,Petrol,Ludhiana,"₹4,94,599"
4686,2019 Maruti Vitara Brezza,Manual,ZDI Manual,"28,431 km",1st Owner,Diesel,Ludhiana,"₹8,78,499"
4687,2019 Hyundai NEW SANTRO,Manual,1.1 MAGNA MT Manual,"11,208 km",1st Owner,Petrol,Ludhiana,"₹4,20,799"
4688,2014 Maruti Swift,Manual,VDI Manual,"1,15,682 km",2nd Owner,Diesel,Ludhiana,"₹2,92,299"
4689,2015 Audi A4,Automatic,35 TDI PREMIUM PLUS SUNROOF Automatic,"41,462 km",1st Owner,Diesel,Ludhiana,"₹18,50,199"
4690,2014 Ford Ecosport,Manual,1.5TITANIUM TDCI Manual,"62,254 km",1st Owner,Diesel,Ludhiana,"₹5,38,699"
4691,2020 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"5,061 km",1st Owner,Petrol,Ludhiana,"₹5,82,099"
4692,2017 Maruti Vitara Brezza,Manual,ZDI Manual,"41,289 km",1st Owner,Diesel,Ludhiana,"₹7,80,399"
4693,2016 Hyundai Grand i10,Manual,ASTA 1.2 (O) VTVT Manual,"22,387 km",1st Owner,Petrol,Ludhiana,"₹4,56,699"
4694,2016 Maruti Alto K10,Manual,VXI Manual,"63,355 km",2nd Owner,Petrol,Ludhiana,"₹2,91,599"
4695,2018 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"47,292 km",1st Owner,Diesel,Ludhiana,"₹7,88,699"
4696,2018 Maruti Eeco,Manual,5 STR CNG WITH AC PLUSHTR Manual,"36,507 km",1st Owner,Petrol + CNG,Ludhiana,"₹3,53,499"
4697,2014 Maruti Alto K10,Manual,VXI Manual,"40,552 km",1st Owner,Petrol,Ludhiana,"₹2,84,399"
4698,2018 Maruti Vitara Brezza,Automatic,ZDI AMT Automatic,"56,810 km",1st Owner,Diesel,Ludhiana,"₹8,57,099"
4699,2014 Maruti Alto K10,Manual,VXI Manual,"68,729 km",1st Owner,Petrol,Ludhiana,"₹2,87,799"
4700,2019 Maruti Alto K10,Manual,VXI Manual,"51,285 km",1st Owner,Petrol,Ludhiana,"₹3,41,299"
4701,2019 Hyundai NEW SANTRO,,SPORTZ 1.1,"43,382 km",1st Owner,Petrol,Ludhiana,"₹5,04,999"
4702,2016 Maruti Alto K10,Manual,VXI Manual,"30,268 km",1st Owner,Petrol,Ludhiana,"₹3,15,799"
4703,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"9,426 km",1st Owner,Petrol,Ludhiana,"₹4,43,799"
4704,2020 Maruti Alto,Manual,VXI Manual,"5,994 km",1st Owner,Petrol,Ludhiana,"₹3,80,399"
4705,2021 Maruti Alto,Manual,VXI Manual,538 km,1st Owner,Petrol,Ludhiana,"₹4,09,499"
4706,2017 Maruti Dzire,Manual,VDI Manual,"71,701 km",1st Owner,Diesel,Meerut,"₹5,25,899"
4707,2020 KIA SONET,,HTK+ 1.5 D AT,"7,375 km",1st Owner,Diesel,Meerut,"₹11,00,699"
4708,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"28,419 km",1st Owner,Petrol,Meerut,"₹5,32,299"
4709,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"55,482 km",1st Owner,Petrol,Meerut,"₹3,49,999"
4710,2017 Maruti Swift,Manual,VXI Manual,"46,758 km",1st Owner,Petrol,Meerut,"₹4,78,599"
4711,2016 Mahindra TUV300,Manual,T8 Manual,"45,627 km",1st Owner,Diesel,Meerut,"₹5,39,399"
4712,2019 Maruti Swift,Manual,VXI Manual,"14,959 km",1st Owner,Petrol,Meerut,"₹5,91,999"
4713,2018 Maruti Dzire,Automatic,ZDI Plus AMT Automatic,"67,097 km",2nd Owner,Diesel,Meerut,"₹7,01,699"
4714,2017 Maruti Alto 800,Manual,LXI Manual,"24,926 km",1st Owner,Petrol,Meerut,"₹2,93,199"
4715,2018 Maruti Vitara Brezza,Manual,VDI Manual,"82,601 km",1st Owner,Diesel,Meerut,"₹6,58,499"
4716,2015 Maruti Swift,Manual,VDI ABS Manual,"37,925 km",1st Owner,Diesel,Meerut,"₹4,28,999"
4717,2016 Audi A3,Automatic,40 TFSI PREMIUM Automatic,"76,786 km",1st Owner,Petrol,Meerut,"₹18,21,199"
4718,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,976 km",1st Owner,Petrol,Meerut,"₹7,29,999"
4719,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"18,599 km",1st Owner,Petrol,Meerut,"₹5,49,899"
4720,2016 Maruti Swift Dzire,,VDI ABS,"79,048 km",2nd Owner,Diesel,Meerut,"₹5,29,699"
4721,2019 Maruti Swift,Manual,VXI Manual,"25,529 km",1st Owner,Petrol,Meerut,"₹5,43,199"
4722,2013 Ford Ecosport,Manual,1.5 AMBIENTE TDCI Manual,"1,13,857 km",1st Owner,Diesel,Meerut,"₹4,05,299"
4723,2017 Maruti Dzire,Manual,VDI Manual,"91,724 km",1st Owner,Diesel,Meerut,"₹5,51,699"
4724,2016 Maruti Vitara Brezza,Manual,VDI Manual,"70,372 km",1st Owner,Diesel,Meerut,"₹6,06,999"
4725,2019 Honda Civic,Automatic,VX CVT i-VTEC Automatic,"15,416 km",1st Owner,Petrol,Meerut,"₹15,35,999"
4726,2015 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"1,33,099 km",1st Owner,Diesel,Meerut,"₹8,13,599"
4727,2016 Maruti Vitara Brezza,Manual,VDI OPT Manual,"98,517 km",1st Owner,Diesel,Meerut,"₹6,85,499"
4728,2019 Mahindra Thar,Manual,CRDE 4X4 BS IV Manual,"13,016 km",1st Owner,Diesel,Meerut,"₹9,55,099"
4729,2020 Maruti Swift,Manual,LXI Manual,"4,096 km",1st Owner,Petrol,Meerut,"₹5,55,399"
4730,2014 Maruti Ciaz,Manual,VDI PLUS Manual,"62,366 km",1st Owner,Diesel,Meerut,"₹5,32,699"
4731,2013 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"76,953 km",1st Owner,Diesel,Meerut,"₹12,82,599"
4732,2016 Maruti Vitara Brezza,Manual,ZDI Manual,"70,555 km",2nd Owner,Diesel,Meerut,"₹6,57,499"
4733,2017 Maruti IGNIS,Manual,ALPHA 1.2 K12 Manual,"34,135 km",1st Owner,Petrol,Meerut,"₹5,08,499"
4734,2017 Maruti Dzire,Manual,VDI Manual,"1,09,291 km",1st Owner,Diesel,Meerut,"₹5,53,999"
4735,2017 Maruti Swift,Manual,VXI Manual,"25,626 km",1st Owner,Petrol,Meerut,"₹5,49,699"
4736,2015 Maruti Ciaz,Manual,VDI+ SHVS Manual,"1,21,025 km",2nd Owner,Diesel,Meerut,"₹5,04,499"
4737,2018 Hyundai Tucson New,Automatic,2WD AT GL DIESEL Automatic,"58,368 km",1st Owner,Diesel,Meerut,"₹19,87,099"
4738,2016 Skoda Superb,Automatic,1.8 TSI LK AT Automatic,"38,718 km",3rd Owner,Petrol,Meerut,"₹16,80,599"
4739,2018 Maruti Swift,Manual,LXI Manual,"12,659 km",1st Owner,Petrol,Meerut,"₹4,55,399"
4740,2014 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"86,859 km",1st Owner,Diesel,Meerut,"₹7,08,499"
4741,2019 Hyundai VENUE,Manual,SX(O) CRDi Manual,"25,835 km",1st Owner,Diesel,Meerut,"₹10,14,499"
4742,2018 Maruti Ertiga,Manual,VDI SHVS Manual,"69,993 km",1st Owner,Diesel,Meerut,"₹7,50,299"
4743,2021 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"11,162 km",1st Owner,Petrol,Meerut,"₹7,69,599"
4744,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"9,870 km",1st Owner,Petrol,Meerut,"₹6,03,199"
4745,2015 Maruti Swift,Manual,VXI Manual,"41,046 km",2nd Owner,Petrol,Meerut,"₹3,98,199"
4746,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"17,058 km",1st Owner,Petrol,Meerut,"₹4,20,299"
4747,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"13,973 km",1st Owner,Petrol,Meerut,"₹6,40,599"
4748,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"15,934 km",1st Owner,Petrol,Meerut,"₹4,16,199"
4749,2018 Hyundai New Elantra,Automatic,1.6 SX AT O Automatic,"44,347 km",1st Owner,Diesel,Meerut,"₹15,38,199"
4750,2017 Hyundai Creta,Automatic,1.6 CRDI SX PLUS AUTO Automatic,"82,907 km",1st Owner,Diesel,Meerut,"₹10,82,399"
4751,2017 Maruti Wagon R 1.0,Automatic,VXI AMT Automatic,"12,808 km",2nd Owner,Petrol,Meerut,"₹4,00,799"
4752,2018 Maruti Swift,Manual,ZXI PLUS AMT Manual,"28,636 km",1st Owner,Petrol,Meerut,"₹6,13,699"
4753,2019 Maruti Alto,Manual,VXI Manual,"13,299 km",1st Owner,Petrol,Meerut,"₹3,58,999"
4754,2017 Maruti Vitara Brezza,Manual,VDI OPT Manual,"79,494 km",1st Owner,Diesel,Meerut,"₹7,10,399"
4755,2019 Renault Kwid,Manual,RXL Manual,"3,946 km",1st Owner,Petrol,Meerut,"₹3,53,499"
4756,2015 Maruti Swift,Manual,LDI O Manual,"68,276 km",1st Owner,Diesel,Meerut,"₹4,22,699"
4757,2017 Maruti Baleno,Automatic,DELTA 1.2 K12 AMT Automatic,"23,537 km",1st Owner,Petrol,Meerut,"₹6,32,899"
4758,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"20,990 km",1st Owner,Petrol,Meerut,"₹6,26,699"
4759,2017 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"60,982 km",1st Owner,Petrol,Meerut,"₹5,34,799"
4760,2019 Maruti Vitara Brezza,Manual,VDI Manual,"25,374 km",1st Owner,Diesel,Meerut,"₹8,09,599"
4761,2020 Maruti S PRESSO,Manual,VXI Manual,"6,030 km",1st Owner,Petrol,Meerut,"₹4,33,399"
4762,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"40,066 km",1st Owner,Diesel,Meerut,"₹4,04,499"
4763,2018 Maruti Eeco,Manual,7 STR Manual,"18,876 km",2nd Owner,Petrol,Meerut,"₹3,43,899"
4764,2015 Maruti Swift,Manual,VDI ABS Manual,"27,868 km",1st Owner,Diesel,Meerut,"₹4,56,499"
4765,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"49,310 km",1st Owner,Diesel,Meerut,"₹3,68,699"
4766,2016 Maruti Alto 800,Manual,VXI Manual,"47,862 km",1st Owner,Petrol,Meerut,"₹3,19,099"
4767,2017 Maruti Alto 800,Manual,LXI Manual,"27,919 km",2nd Owner,Petrol,Meerut,"₹2,91,999"
4768,2014 Maruti Swift,Manual,VDI Manual,"1,58,233 km",1st Owner,Diesel,Meerut,"₹3,39,099"
4769,2015 Maruti Swift,Manual,VDI ABS Manual,"1,64,520 km",1st Owner,Diesel,Meerut,"₹4,05,199"
4770,2012 Maruti Swift Dzire,Manual,VDI BS IV Manual,"77,730 km",1st Owner,Diesel,Meerut,"₹4,36,399"
4771,2019 Maruti Alto K10,Manual,VXI Manual,"18,134 km",1st Owner,Petrol,Meerut,"₹3,70,299"
4772,2015 Hyundai Grand i10,Manual,ASTA 1.2 VTVT Manual,"34,300 km",1st Owner,Petrol,Meerut,"₹4,89,099"
4773,2017 Maruti Alto K10,Manual,VXI Manual,"8,841 km",1st Owner,Petrol,Meerut,"₹3,12,899"
4774,2021 Maruti S PRESSO,Manual,VXI PLUS Manual,"1,839 km",1st Owner,Petrol,Meerut,"₹4,64,099"
4775,2019 Maruti Alto K10,Manual,VXI Manual,"8,574 km",1st Owner,Petrol,Meerut,"₹4,24,599"
4776,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"8,579 km",1st Owner,Petrol,Meerut,"₹4,45,599"
4777,2018 Maruti Alto 800,Manual,LXI Manual,"11,064 km",1st Owner,Petrol,Meerut,"₹3,30,799"
4778,2020 Maruti New Wagon-R,Manual,VXI 1.2L Manual,"8,495 km",2nd Owner,Petrol,Meerut,"₹5,14,799"
4779,2014 Renault Duster,Manual,85 PS RXE DIESEL ADVENTURE Manual,"89,243 km",1st Owner,Diesel,Meerut,"₹4,93,499"
4780,2011 Hyundai i20,Manual,MAGNA O 1.2 Manual,"44,007 km",1st Owner,Petrol,Meerut,"₹2,58,999"
4781,2011 Hyundai i10,Manual,ERA 1.1 IRDE Manual,"55,623 km",1st Owner,Petrol,Meerut,"₹1,88,799"
4782,2016 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"26,951 km",1st Owner,Petrol,Meerut,"₹4,15,399"
4783,2009 Maruti Wagon R,Manual,LXI MINOR Manual,"36,035 km",1st Owner,Petrol,Meerut,"₹1,48,199"
4784,2016 Maruti Ciaz,Manual,VDI+ SHVS Manual,"41,484 km",1st Owner,Diesel,Meerut,"₹5,48,199"
4785,2015 Maruti Ertiga,Manual,ZDI Manual,"1,16,238 km",1st Owner,Diesel,Meerut,"₹4,97,399"
4786,2020 Maruti Alto,Manual,LXI Manual,"19,593 km",1st Owner,Petrol + CNG,Meerut,"₹3,54,799"
4787,2009 Maruti Alto,Manual,LXI Manual,"1,19,227 km",1st Owner,Petrol,Meerut,"₹1,26,399"
4788,2017 Honda WR-V,Manual,1.5 i-DTEC S MT Manual,"79,597 km",1st Owner,Diesel,Meerut,"₹5,61,099"
4789,2013 Hyundai Eon,Manual,D LITE PLUS Manual,"1,06,269 km",1st Owner,Petrol,Meerut,"₹1,93,699"
4790,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"34,527 km",1st Owner,Diesel,Meerut,"₹3,65,399"
4791,2016 Maruti Swift,Manual,LXI OPT Manual,"23,746 km",1st Owner,Petrol,Meerut,"₹4,10,899"
4792,2015 Mahindra TUV300,Automatic,T8 AT Automatic,"26,118 km",2nd Owner,Diesel,Meerut,"₹5,37,999"
4793,2010 Maruti A Star,Manual,VXI Manual,"34,181 km",1st Owner,Petrol + CNG,Meerut,"₹1,90,699"
4794,2020 Hyundai VENUE,Manual,E MT 1.2 KAPPA Manual,"7,177 km",1st Owner,Petrol,Meerut,"₹7,45,199"
4795,2020 Maruti Ertiga,Manual,VXI SMART HYBRID Manual,"19,879 km",1st Owner,Petrol,Meerut,"₹8,23,199"
4796,2017 Maruti Ciaz,Manual,SIGMA 1.4 VVT Manual,"61,641 km",1st Owner,Petrol,Meerut,"₹6,34,599"
4797,2015 Hyundai i20 Active,Manual,1.2 SX Manual,"60,713 km",1st Owner,Petrol,Meerut,"₹5,01,999"
4798,2016 Hyundai Creta,Manual,1.6 BASE Manual,"91,156 km",1st Owner,Petrol + CNG,Meerut,"₹6,54,399"
4799,2015 Hyundai Creta,,1.4 S CRDI,"33,068 km",1st Owner,Diesel,Meerut,"₹7,58,699"
4800,2019 Tata NEXON,Manual,XM 1.2 Manual,"31,201 km",1st Owner,Petrol,Meerut,"₹6,46,699"
4801,2020 Toyota Glanza,Manual,G MT PETROL Manual,"13,720 km",1st Owner,Petrol,Meerut,"₹7,16,599"
4802,2020 Maruti Swift,Manual,LXI Manual,"23,940 km",1st Owner,Petrol,Meerut,"₹4,90,899"
4803,2018 Volkswagen Polo,Manual,COMFORTLINE 1.0 PETROL Manual,"23,826 km",1st Owner,Petrol,Meerut,"₹5,27,699"
4804,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"33,827 km",1st Owner,Petrol,Meerut,"₹4,92,699"
4805,2018 Honda City,Manual,V MT PETROL Manual,"55,835 km",1st Owner,Petrol,Meerut,"₹7,61,399"
4806,2014 Maruti Ertiga,Manual,VDI ABS Manual,"78,074 km",1st Owner,Diesel,Meerut,"₹4,36,499"
4807,2017 Tata TIGOR,Manual,XZ 1.2 REVOTRON OPT Manual,"13,855 km",1st Owner,Petrol,Meerut,"₹4,81,699"
4808,2020 Maruti New Wagon-R,Manual,1.0 LXI (O) Manual,"8,364 km",2nd Owner,Petrol,Meerut,"₹4,57,799"
4809,2019 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"17,632 km",1st Owner,Petrol,Meerut,"₹5,93,099"
4810,2012 Ford Fiesta,Manual,TITANIUM DIESEL Manual,"68,356 km",2nd Owner,Diesel,Meerut,"₹2,85,399"
4811,2016 Volkswagen Vento,Manual,COMFORTLINE MT PETROL Manual,"19,369 km",1st Owner,Petrol,Meerut,"₹5,93,799"
4812,2013 Toyota Innova,Manual,2.5 GX 7 STR BS IV Manual,"74,083 km",1st Owner,Diesel,Meerut,"₹5,86,799"
4813,2018 Renault Captur,Manual,RXT PETROL Manual,"27,394 km",2nd Owner,Petrol,Meerut,"₹5,83,899"
4814,2020 Hyundai GRAND I10 NIOS,Manual,MAGNA 1.2 MT Manual,"4,955 km",1st Owner,Petrol,Meerut,"₹5,67,299"
4815,2020 Maruti S PRESSO,Manual,VXI Manual,"19,386 km",1st Owner,Petrol,Meerut,"₹4,04,299"
4816,2017 Toyota Innova Crysta,Manual,2.4 GX 7 STR Manual,"89,781 km",1st Owner,Diesel,Meerut,"₹12,26,699"
4817,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"64,918 km",1st Owner,Petrol,Meerut,"₹5,16,099"
4818,2020 Maruti Alto,Manual,LXI Manual,"11,558 km",1st Owner,Petrol,Meerut,"₹3,30,699"
4819,2013 Maruti Ertiga,Manual,VDI ABS Manual,"27,420 km",1st Owner,Diesel,Meerut,"₹5,41,699"
4820,2015 Hyundai Creta,Manual,1.6 S Manual,"22,587 km",1st Owner,Petrol,Meerut,"₹8,19,799"
4821,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"89,320 km",1st Owner,Petrol,Meerut,"₹5,25,799"
4822,2014 Hyundai Santro Xing,Manual,GL PLUS Manual,"58,661 km",1st Owner,Petrol,Meerut,"₹2,80,299"
4823,2018 Tata Tiago,Manual,XE 1.2 REVOTRON Manual,"12,981 km",1st Owner,Petrol,Meerut,"₹3,62,099"
4824,2020 Maruti New Wagon-R,Manual,VXI 1.0 Manual,"14,108 km",1st Owner,Petrol,Meerut,"₹4,82,499"
4825,2020 Maruti New Wagon-R,Manual,LXI 1.0 L Manual,"6,879 km",1st Owner,Petrol,Meerut,"₹5,09,199"
4826,2014 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"59,832 km",1st Owner,Petrol,Meerut,"₹4,78,099"
4827,2016 Maruti Ertiga,Manual,VDI SHVS Manual,"52,500 km",1st Owner,Diesel,Meerut,"₹6,28,599"
4828,2016 Maruti Ciaz,Manual,VDI+ SHVS Manual,"35,662 km",1st Owner,Diesel,Meerut,"₹5,48,099"
4829,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"19,532 km",1st Owner,Petrol,Meerut,"₹4,01,699"
4830,2016 Maruti Celerio,Manual,VXI Manual,"68,278 km",1st Owner,Petrol + CNG,Meerut,"₹3,65,499"
4831,2020 Maruti New Wagon-R,Manual,VXI 1.0 Manual,"3,865 km",1st Owner,Petrol,Meerut,"₹4,88,899"
4832,2018 Tata Tiago,Manual,XT 1.2 REVOTRON Manual,"32,270 km",2nd Owner,Petrol,Meerut,"₹3,80,599"
4833,2016 Hyundai Elite i20,Manual,MAGNA 1.2 Manual,"31,131 km",1st Owner,Petrol,Meerut,"₹4,97,699"
4834,2013 Toyota Corolla Altis,Manual,D 4D G Manual,"1,29,508 km",1st Owner,Diesel,Meerut,"₹4,17,499"
4835,2014 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"16,795 km",1st Owner,Petrol,Meerut,"₹3,78,699"
4836,2019 Maruti Ertiga,Manual,VXI SMART HYBRID Manual,"11,135 km",1st Owner,Petrol,Meerut,"₹8,21,699"
4837,2013 Hyundai Verna,Manual,FLUIDIC 1.6 EX CRDI Manual,"1,04,218 km",1st Owner,Diesel,Meerut,"₹4,21,199"
4838,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"6,071 km",1st Owner,Petrol,Meerut,"₹5,56,599"
4839,2018 Maruti Celerio X,Automatic,ZXI OPT AMT Automatic,"26,410 km",1st Owner,Petrol,Meerut,"₹4,63,099"
4840,2016 Maruti Ciaz,Manual,VXI OPT Manual,"76,459 km",2nd Owner,Petrol,Meerut,"₹5,59,999"
4841,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"1,31,691 km",1st Owner,Petrol,Meerut,"₹3,30,199"
4842,2015 Hyundai Creta,Manual,1.6 SX PLUS DIESEL Manual,"80,045 km",2nd Owner,Diesel,Meerut,"₹7,76,799"
4843,2017 Maruti Ciaz,Manual,DELTA 1.3 DDIS SHVS Manual,"65,308 km",1st Owner,Diesel,Meerut,"₹6,00,899"
4844,2017 Skoda Rapid,Automatic,1.5 TDI AT STYLE PLUS Automatic,"1,38,467 km",1st Owner,Diesel,Meerut,"₹6,10,499"
4845,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"24,584 km",1st Owner,Petrol,Meerut,"₹5,32,899"
4846,2016 Maruti Ciaz,Manual,VXI PLUS Manual,"32,386 km",1st Owner,Petrol,Meerut,"₹6,17,399"
4847,2017 Maruti Swift,Manual,LXI OPT Manual,"1,00,691 km",1st Owner,Petrol,Meerut,"₹3,85,999"
4848,2019 Hyundai VENUE,Manual,1.0L Turbo GDI SX(O) MT Manual,"13,991 km",1st Owner,Petrol,Meerut,"₹9,18,599"
4849,2016 Maruti Celerio,Manual,VXI CNG Manual,"72,499 km",1st Owner,Petrol + CNG,Meerut,"₹3,86,099"
4850,2017 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"23,400 km",1st Owner,Petrol,Meerut,"₹4,83,199"
4851,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"25,139 km",1st Owner,Petrol,Meerut,"₹12,65,799"
4852,2015 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"65,067 km",1st Owner,Petrol,Meerut,"₹3,66,099"
4853,2013 Toyota Innova,Manual,2.5 VX 7 STR BS IV Manual,"1,73,749 km",1st Owner,Diesel,Meerut,"₹6,25,399"
4854,2015 Maruti Swift Dzire,Manual,LDI BS IV Manual,"36,616 km",1st Owner,Diesel,Meerut,"₹3,79,699"
4855,2015 Honda Amaze,Manual,1.2 VXMT I VTEC Manual,"81,579 km",2nd Owner,Petrol,Meerut,"₹3,96,099"
4856,2016 Hyundai Creta,Manual,1.6 SX AT CRDI Manual,"88,992 km",1st Owner,Diesel,Meerut,"₹8,43,299"
4857,2009 Maruti Ritz,Manual,VXI Manual,"1,19,824 km",1st Owner,Petrol,Meerut,"₹1,69,099"
4858,2016 Ford Figo Aspire,Manual,1.2 TREND PETROL Manual,"31,995 km",1st Owner,Petrol,Meerut,"₹4,49,199"
4859,2015 Toyota Etios,Manual,VD 1.4 Manual,"62,623 km",1st Owner,Diesel,Meerut,"₹4,96,099"
4860,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"9,627 km",1st Owner,Petrol,Meerut,"₹13,57,099"
4861,2014 Honda City,Manual,SV MT PETROL Manual,"1,24,523 km",2nd Owner,Petrol,Meerut,"₹4,52,199"
4862,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"47,400 km",1st Owner,Petrol,Meerut,"₹5,57,399"
4863,2018 Maruti Swift,Manual,LXI Manual,"17,906 km",1st Owner,Petrol,Meerut,"₹4,65,799"
4864,2015 Maruti Celerio,Automatic,VXI AMT Automatic,"40,994 km",2nd Owner,Petrol,Meerut,"₹3,62,199"
4865,2017 Maruti Vitara Brezza,Manual,ZDI Manual,"63,900 km",1st Owner,Diesel,Meerut,"₹6,42,399"
4866,2020 MG HECTOR,Manual,SHARP HYBIRD PETROL MT Manual,"3,094 km",1st Owner,Petrol,Meerut,"₹17,37,599"
4867,2016 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"40,727 km",1st Owner,Petrol,Meerut,"₹5,03,299"
4868,2013 Hyundai i20,Manual,SPORTZ 1.2 VTVT Manual,"43,949 km",1st Owner,Petrol,Meerut,"₹3,51,899"
4869,2016 Maruti Celerio,Manual,VXI Manual,"17,543 km",1st Owner,Petrol,Meerut,"₹3,94,499"
4870,2014 Toyota Fortuner,Manual,3.0 MT 4X2 Manual,"64,625 km",1st Owner,Diesel,Meerut,"₹13,51,399"
4871,2014 Honda Amaze,Manual,1.2 SMT I VTEC Manual,"60,697 km",1st Owner,Petrol,Meerut,"₹3,33,199"
4872,2017 Maruti Baleno,Manual,ALPHA DDIS 190 Manual,"76,285 km",2nd Owner,Diesel,Meerut,"₹5,30,699"
4873,2019 Maruti Baleno,Manual,SIGMA 1.2 K12 Manual,"4,396 km",1st Owner,Petrol,Meerut,"₹5,59,599"
4874,2014 Hyundai Verna,Manual,FLUIDIC 1.4 CRDI CX Manual,"74,650 km",1st Owner,Diesel,Meerut,"₹5,63,999"
4875,2014 Ford Ecosport,Manual,1.5 TREND TDCI Manual,"52,406 km",1st Owner,Diesel,Meerut,"₹4,97,399"
4876,2017 Maruti Baleno,Manual,ZETA DDIS 190 Manual,"69,954 km",1st Owner,Diesel,Meerut,"₹5,19,799"
4877,2015 Ford Ecosport,Automatic,1.5 TITANIUM TI VCT AT Automatic,"55,859 km",1st Owner,Petrol,Meerut,"₹5,64,899"
4878,2012 Honda City,Manual,1.5 E MT PETROL Manual,"62,729 km",1st Owner,Petrol,Meerut,"₹3,92,899"
4879,2019 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"23,498 km",1st Owner,Petrol,Meerut,"₹6,92,299"
4880,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"24,768 km",2nd Owner,Petrol,Meerut,"₹3,72,599"
4881,2020 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"15,096 km",1st Owner,Petrol,Meerut,"₹6,82,399"
4882,2020 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"8,206 km",1st Owner,Petrol,Meerut,"₹6,73,999"
4883,2016 Hyundai Elite i20,Manual,1.4 CRDI ASTA (O) Manual,"85,147 km",1st Owner,Diesel,Meerut,"₹6,14,299"
4884,2018 Maruti Swift,Manual,LXI Manual,"7,967 km",1st Owner,Petrol,Meerut,"₹5,02,199"
4885,2019 Maruti Vitara Brezza,Manual,VDI Manual,"52,300 km",1st Owner,Diesel,Meerut,"₹7,14,199"
4886,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"29,074 km",1st Owner,Petrol,Meerut,"₹6,15,999"
4887,2015 Hyundai Eon,Manual,MAGNA PLUS Manual,"1,24,129 km",1st Owner,Petrol,Meerut,"₹2,49,999"
